ID,lsat,grad,zgpa,fulltime,fam_inc,male,Dropout,white,other,asian,black,hisp,pass_bar,tier,indxgrp,gpa
21956,36.0,1,1.15,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
21957,34.0,1,0.46,1.0,3.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
21958,37.0,1,0.06,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
21993,42.5,1,0.16,1.0,5.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
21994,39.0,1,-2.19,1.0,3.0,1.0,1,0.0,0,0,1,0,1,6.0,7,3.4
22006,32.0,1,-0.03,1.0,3.0,0.0,1,1.0,0,0,0,0,1,5.0,6,3.4
22016,31.5,1,-0.24,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,6,3.4
22047,37.0,1,-0.25,1.0,4.0,1.0,1,0.0,0,1,0,0,1,4.0,7,3.4
22048,48.0,1,2.23,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22071,40.0,1,0.46,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22072,35.0,1,1.08,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22081,29.5,1,0.46,2.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,6,3.4
22083,39.0,1,0.14,1.0,5.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22100,42.0,1,0.45,1.0,2.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22127,39.0,1,0.19,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22140,32.0,1,0.62,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,6,3.4
22163,25.5,1,-0.85,1.0,2.0,0.0,1,0.0,0,0,1,0,1,3.0,5,3.4
22191,37.0,1,-0.26,1.0,5.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22196,38.0,1,-0.32,1.0,5.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22198,37.0,1,0.93,1.0,2.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22202,29.0,1,-0.51,1.0,4.0,0.0,1,0.0,0,1,0,0,1,3.0,5,3.4
22211,33.0,1,-0.37,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22241,41.0,1,0.49,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22262,38.5,1,-0.38,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22306,34.0,1,-0.4,1.0,2.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22312,42.0,1,0.75,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22331,41.0,1,0.81,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22349,31.0,1,0.76,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,6,3.4
22352,39.0,1,0.28,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22353,41.0,1,-0.7,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22366,41.0,1,0.46,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
22371,28.0,1,0.8,2.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,5,3.4
22373,38.0,1,-0.88,2.0,4.0,1.0,1,0.0,0,0,0,0,1,4.0,7,3.4
22381,42.0,1,1.43,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22387,37.0,1,0.14,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22390,37.0,1,-0.72,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22394,28.0,1,0.48,1.0,2.0,1.0,1,1.0,0,0,0,0,1,2.0,5,3.4
22416,37.0,1,-0.1,1.0,4.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
22417,29.0,1,0.94,1.0,3.0,1.0,1,1.0,0,0,0,0,1,1.0,5,3.4
22420,44.0,1,0.73,1.0,5.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22427,43.0,1,1.55,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
22448,43.0,0,0.46,1.0,3.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
22452,35.0,1,0.82,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22461,36.0,1,-0.67,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22500,38.0,1,-0.03,1.0,4.0,0.0,1,0.0,0,0,0,0,1,5.0,7,3.4
22562,39.0,1,0.17,2.0,1.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22587,40.0,1,-0.08,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22590,24.0,1,0.28,1.0,4.0,0.0,1,0.0,0,0,0,0,0,1.0,4,3.4
22592,43.0,1,0.72,1.0,3.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22593,39.0,1,-0.44,1.0,4.0,0.0,1,0.0,0,0,0,0,1,5.0,7,3.4
22597,41.0,1,-2.15,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22601,33.5,1,1.11,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22611,48.0,1,1.6,1.0,3.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22630,33.5,1,0.45,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22634,40.0,1,0.39,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22636,27.5,1,-1.29,1.0,3.0,0.0,1,0.0,0,0,0,0,1,4.0,5,3.4
22642,37.0,1,0.12,1.0,2.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22643,37.0,1,-1.15,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22652,38.0,1,-0.03,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22655,30.5,1,-0.26,1.0,4.0,1.0,1,1.0,0,0,0,0,1,2.0,6,3.4
22666,37.0,1,3.18,1.0,5.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22685,34.0,1,0.9,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22688,35.0,1,-0.92,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22709,41.0,1,0.5,1.0,4.0,0.0,1,0.0,0,0,0,0,1,4.0,7,3.4
22716,46.0,1,-0.36,1.0,3.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
22725,47.0,1,1.03,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
22741,34.0,1,-0.86,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22783,40.0,1,-0.11,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22784,41.0,1,-0.04,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22793,35.0,1,-1.23,1.0,4.0,0.0,1,1.0,0,0,0,0,1,2.0,7,3.4
22812,33.0,1,0.14,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22815,26.5,1,-1.25,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,5,3.4
22826,46.0,1,0.46,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
22834,31.0,1,-0.59,1.0,4.0,1.0,1,1.0,0,0,0,0,0,5.0,6,3.4
22843,44.0,1,0.45,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22856,41.0,1,0.46,1.0,5.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22896,42.0,1,-0.41,1.0,2.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
22906,41.0,1,1.84,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
22913,45.0,1,0.36,1.0,2.0,0.0,1,0.0,0,0,0,0,1,5.0,7,3.4
22920,31.0,1,-1.2,1.0,3.0,0.0,1,0.0,0,1,0,0,1,3.0,6,3.4
22934,36.0,1,0.79,1.0,2.0,1.0,1,1.0,0,0,0,0,1,2.0,7,3.4
22960,37.0,1,-0.92,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
22992,43.0,1,-0.6,1.0,5.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
23005,36.5,1,0.68,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
23010,38.0,1,0.46,1.0,5.0,1.0,1,1.0,0,0,0,0,0,4.0,7,3.4
23012,40.0,1,-0.9,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23013,42.0,1,1.31,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23018,41.0,1,0.52,1.0,4.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
23057,36.0,1,0.46,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
23067,40.0,1,1.12,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23073,39.0,1,0.12,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
23089,30.5,1,-0.97,1.0,3.0,0.0,1,1.0,0,0,0,0,0,5.0,6,3.4
23101,41.0,1,1.5,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23106,34.0,1,0.76,1.0,5.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
23119,31.0,1,-0.59,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.4
23174,26.5,1,-1.44,1.0,2.0,1.0,1,0.0,0,0,0,0,0,3.0,5,3.4
23177,31.0,1,0.02,2.0,3.0,0.0,1,1.0,0,0,0,0,1,2.0,6,3.4
23189,43.0,1,0.37,1.0,4.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
23209,38.0,1,-0.3,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
23224,29.0,1,0.53,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,5,3.4
23232,32.5,1,-1.14,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.4
23240,32.0,1,0.1,2.0,3.0,0.0,1,1.0,0,0,0,0,0,5.0,6,3.4
23258,30.0,1,0.46,1.0,4.0,0.0,1,0.0,0,1,0,0,1,1.0,6,3.4
23263,38.0,1,1.07,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
23271,32.0,1,1.16,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.4
23282,35.0,1,-0.77,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
23295,37.0,1,-0.57,1.0,3.0,1.0,1,0.0,0,0,0,0,1,6.0,7,3.4
23340,33.0,1,0.38,1.0,5.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23364,33.0,1,-0.48,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
23386,33.0,1,0.43,2.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
23407,43.0,1,1.22,1.0,5.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23420,36.0,1,0.82,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
23428,32.0,1,-1.55,2.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.4
23443,44.0,1,-0.84,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
23479,41.0,1,-0.37,1.0,4.0,0.0,1,0.0,0,1,0,0,1,5.0,7,3.4
23536,37.0,1,-0.01,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
23558,47.0,1,0.05,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23570,39.0,1,-1.23,1.0,5.0,1.0,1,0.0,0,1,0,0,1,6.0,7,3.4
23596,36.0,1,-0.52,2.0,3.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
23597,35.0,1,-0.17,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
23620,34.0,1,0.61,1.0,5.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23638,38.0,1,2.03,1.0,2.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23650,41.0,1,1.85,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
23681,42.0,0,0.46,1.0,3.0,1.0,1,0.0,0,1,0,0,1,6.0,7,3.4
23705,39.0,1,0.63,1.0,2.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
23711,30.0,1,-1.7,1.0,2.0,0.0,1,1.0,0,0,0,0,1,4.0,6,3.4
23735,25.0,1,-1.62,1.0,4.0,1.0,1,1.0,0,0,0,0,1,2.0,4,3.4
23740,36.0,1,0.31,2.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23749,37.0,1,0.46,1.0,4.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
23769,45.0,1,0.46,1.0,5.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
23774,33.0,1,-0.18,2.0,2.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
23819,37.0,1,0.72,1.0,2.0,1.0,1,1.0,0,0,0,0,1,2.0,7,3.4
23820,42.0,1,1.22,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23880,41.0,1,-0.37,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
23885,43.0,1,-0.49,1.0,5.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
23889,34.0,1,1.92,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
23909,38.0,1,1.4,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
23910,41.0,1,-0.29,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23912,29.0,1,-0.78,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,5,3.4
23922,39.0,1,0.8,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
23956,40.0,1,-0.9,1.0,1.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
23962,46.0,1,0.72,1.0,5.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
23966,34.0,1,-0.18,1.0,4.0,1.0,1,1.0,0,0,0,0,1,2.0,7,3.4
23984,36.0,1,-1.52,1.0,2.0,1.0,1,0.0,0,1,0,0,1,4.0,7,3.4
24006,37.0,1,1.25,2.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24014,39.0,1,0.87,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24025,37.0,1,0.66,2.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24027,34.0,1,-0.47,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24031,33.0,1,-0.34,1.0,4.0,1.0,1,0.0,0,0,0,0,1,4.0,7,3.4
24043,44.0,1,0.8,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24112,44.0,1,1.17,1.0,4.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
24116,39.0,1,0.41,1.0,4.0,1.0,1,1.0,0,0,0,0,1,2.0,7,3.4
24118,35.5,1,-1.37,1.0,2.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
24120,37.0,1,-0.48,1.0,3.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
24122,45.0,1,-0.38,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24138,39.0,1,-0.71,1.0,4.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
24157,40.0,1,0.53,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24173,46.0,1,1.84,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24179,40.0,1,1.8,1.0,4.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
24184,35.5,1,-0.35,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24189,35.0,1,0.22,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24227,35.0,1,1.61,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24231,41.0,1,-0.58,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24251,30.0,1,-0.69,1.0,4.0,1.0,1,0.0,0,0,1,0,1,5.0,6,3.4
24256,31.0,1,-1.73,1.0,3.0,0.0,1,0.0,0,0,0,0,1,6.0,6,3.4
24270,43.0,1,2.3,1.0,5.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24290,35.0,1,0.07,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24300,44.0,1,0.33,1.0,3.0,1.0,1,0.0,0,1,0,0,1,5.0,7,3.4
24331,30.0,1,0.43,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,6,3.4
24365,41.0,1,0.6,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24379,34.5,1,1.33,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
24410,38.0,1,1.93,1.0,5.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24412,34.0,1,0.46,1.0,2.0,1.0,1,1.0,0,0,0,0,0,4.0,7,3.4
24414,42.0,1,0.89,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24416,42.0,1,-0.49,1.0,2.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24422,28.5,1,-0.68,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,5,3.4
24436,47.0,1,0.19,1.0,3.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
24450,32.0,1,-0.67,2.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,6,3.4
24499,39.0,1,0.67,1.0,3.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
24500,32.0,1,-1.13,1.0,3.0,1.0,1,0.0,0,0,0,0,1,3.0,6,3.4
24511,40.0,1,0.97,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
24516,40.0,1,-0.35,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24517,37.0,1,1.29,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24525,41.0,1,1.17,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24551,39.0,1,0.46,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
24564,37.0,1,1.84,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24566,38.0,1,0.34,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24568,35.0,1,0.34,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24588,34.0,1,0.13,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24606,35.0,1,0.29,2.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24613,35.0,1,0.07,1.0,4.0,0.0,1,1.0,0,0,0,0,1,1.0,7,3.4
24642,29.0,1,-0.79,1.0,3.0,1.0,1,1.0,0,0,0,0,1,2.0,5,3.4
24669,45.0,1,0.0,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
24674,32.0,1,0.2,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,6,3.4
24675,45.0,1,0.44,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
24680,37.0,1,0.36,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24683,42.0,1,0.63,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24685,38.0,1,-0.1,1.0,5.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24688,37.0,1,0.61,2.0,3.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
24724,38.5,1,-1.55,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
24736,45.0,1,-0.88,1.0,2.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
24755,45.0,1,-0.05,1.0,4.0,1.0,1,0.0,0,0,0,0,1,6.0,7,3.4
24757,45.0,1,0.79,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
24774,37.0,1,0.17,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24777,26.0,1,-0.11,1.0,4.0,0.0,1,0.0,0,1,0,0,1,3.0,5,3.4
24815,44.0,1,0.97,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24822,31.5,1,-0.68,1.0,2.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.4
24831,38.0,1,-0.13,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24833,44.0,1,-0.59,1.0,4.0,0.0,1,0.0,0,1,0,0,1,5.0,7,3.4
24844,42.0,1,1.37,1.0,5.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
24880,38.0,1,-0.52,1.0,4.0,0.0,1,0.0,1,0,0,1,1,4.0,7,3.4
24894,42.0,1,-0.17,1.0,4.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
24898,45.0,1,2.13,1.0,5.0,1.0,1,1.0,0,0,0,0,1,6.0,7,3.4
24899,34.0,1,-0.42,1.0,4.0,1.0,1,1.0,0,0,0,0,1,2.0,7,3.4
24924,44.0,1,-0.2,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
24930,31.5,1,-1.16,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,6,3.4
24947,35.0,1,-1.41,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
24991,34.0,1,0.1,1.0,2.0,1.0,1,0.0,0,0,1,0,1,3.0,7,3.4
25028,39.0,1,1.5,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
25040,40.0,1,0.46,1.0,4.0,0.0,1,0.0,0,1,0,0,1,4.0,7,3.4
25045,48.0,1,0.25,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25053,38.0,1,2.18,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25067,35.5,1,0.11,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25070,35.0,1,-0.48,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25081,40.0,1,0.71,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25112,34.0,1,0.38,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25115,35.0,1,0.32,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25120,34.5,1,0.89,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25125,40.0,1,-0.46,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25131,28.0,1,-1.85,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,5,3.4
25133,45.0,1,0.43,1.0,4.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
25156,33.0,1,-0.28,1.0,4.0,1.0,1,1.0,0,0,0,0,1,2.0,7,3.4
25163,39.0,1,0.3,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25169,36.0,1,1.49,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
25174,38.0,1,-1.09,1.0,3.0,1.0,1,1.0,0,0,0,0,0,4.0,7,3.4
25184,35.5,1,-1.01,1.0,3.0,0.0,1,0.0,0,1,0,0,1,3.0,7,3.4
25209,44.0,1,0.16,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25244,41.0,1,-0.58,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
25260,33.0,1,0.55,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25276,39.0,1,0.51,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25305,42.0,1,-0.46,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25333,42.0,1,-0.47,1.0,3.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25362,38.0,1,-0.25,1.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
25376,36.0,1,1.37,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25378,33.0,1,-0.51,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25390,32.0,1,0.09,1.0,3.0,1.0,1,1.0,0,0,0,0,1,3.0,6,3.4
25396,45.0,1,1.04,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25423,30.0,1,2.05,1.0,3.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.4
25437,38.0,1,-0.47,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25461,31.0,1,-1.45,1.0,3.0,0.0,1,0.0,0,0,1,0,1,4.0,6,3.4
25471,35.0,1,-0.76,2.0,4.0,0.0,1,1.0,0,0,0,0,1,5.0,7,3.4
25503,40.0,1,0.85,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25512,30.0,1,1.31,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,6,3.4
25523,36.0,1,-0.92,1.0,5.0,1.0,1,0.0,0,0,1,0,1,6.0,7,3.4
25525,29.0,1,0.82,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,5,3.4
25538,45.0,1,0.46,1.0,4.0,0.0,1,1.0,0,0,0,0,1,6.0,7,3.4
25559,41.0,1,0.68,1.0,3.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25596,37.0,1,1.6,1.0,4.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25598,27.0,1,-0.25,1.0,4.0,1.0,1,1.0,0,0,0,0,1,2.0,5,3.4
25607,32.5,1,0.43,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,6,3.4
25618,34.0,1,0.57,1.0,4.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25628,41.0,1,-0.11,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25637,40.0,0,0.46,1.0,2.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25652,46.0,1,0.14,1.0,3.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
25653,45.0,1,0.09,1.0,4.0,0.0,1,1.0,0,0,0,0,1,4.0,7,3.4
25667,33.0,1,-0.06,1.0,3.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
25680,39.0,1,0.35,1.0,1.0,1.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25693,41.0,1,0.57,1.0,4.0,1.0,1,1.0,0,0,0,0,1,5.0,7,3.4
25710,35.0,1,0.12,1.0,2.0,0.0,1,1.0,0,0,0,0,1,3.0,7,3.4
25718,32.0,1,0.5,1.0,4.0,1.0,1,1.0,0,0,0,0,1,4.0,6,3.4
25734,23.0,1,-1.68,1.0,3.0,1.0,1,0.0,0,1,0,0,1,4.0,4,3.4
